id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,rate_spawn,skills,spawn,tier,type1,type2,weight_kg
0086,"['thick-fat', 'hydration', 'ice-body']",쥬쥬,['candy_50'],['0087'],[],[],1,1.1,0.75,0.5,0.3,0.5,50,"['move_surf', 'move_strength', 'move_waterfall', 'move_dive']",['water'],common,water,,90.0
0087,"['thick-fat', 'hydration', 'ice-body']",쥬레곤,[],[],[],[],1,1.7,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,ice,120.0
0088,"['stench', 'sticky-hold', 'poison-touch']",질퍽이,['candy_50'],['0089'],[],[],1,0.9,0.75,0.5,0.3,0.5,50,"['move_mean-look', 'move_strength']",['land'],common,poison,,30.0
0088_alola,"['poison-touch', 'gluttony', 'power-of-alchemy']",질퍽이,['candy_50'],['0089_alola'],[],[],1,0.7,0.75,0.5,0.3,0.5,50,['move_mean-look'],['land'],common,poison,dark,42.0
0089,"['stench', 'sticky-hold', 'poison-touch']",질뻐기,[],[],[],[],1,1.2,0.29,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,poison,,30.0
0089_alola,"['poison-touch', 'gluttony', 'power-of-alchemy']",질뻐기,[],[],[],[],1,1.0,0.29,0.5,0.3,0.5,50,[],['land'],rare,poison,dark,52.0
0090,"['shell-armor', 'skill-link', 'overcoat']",셀러,['water-stone'],['0091'],[],[],1,0.3,0.75,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,4.0
0091,"['shell-armor', 'skill-link', 'overcoat']",파르셀,[],[],[],[],1,1.5,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,ice,132.5
0092,['levitate'],고오스,['candy_50'],['0093'],[],[],1,1.3,0.75,0.5,0.3,0.5,50,['move_mean-look'],['land'],common,ghost,poison,0.1
0093,['levitate'],고우스트,['trade'],['0094'],[],[],1,1.6,0.35,0.5,0.3,0.5,50,['move_mean-look'],['land'],rare,ghost,poison,0.1
0094,['cursed-body'],팬텀,[],[],[],[],1,1.5,0.18,0.5,0.3,0.5,50,"['move_mean-look', 'move_rock-smash', 'move_strength']",['land'],epic,ghost,poison,40.5
0094-mega,['shadow-tag'],팬텀,[],[],[],[],1,1.4,0.18,0.5,0.3,0.5,50,"['move_mean-look', 'move_rock-smash', 'move_strength']",['land'],epic,ghost,poison,40.5
0094-gmax,['cursed-body'],팬텀,[],[],[],[],1,20.0,0.18,0.5,0.3,0.5,50,[],['land'],epic,ghost,poison,1000.0
0095,"['rock-head', 'sturdy', 'weak-armor']",롱스톤,['metal-coat'],['0208'],[],[],1,8.8,0.18,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,rock,ground,210.0
0096,"['insomnia', 'forewarn', 'inner-focus']",슬리프,['candy_50'],['0097'],[],[],1,1.0,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,psychic,,32.4
0097,"['insomnia', 'forewarn', 'inner-focus']",슬리퍼,[],[],[],[],1,1.6,0.29,0.5,0.3,0.5,50,['move_flash'],['land'],rare,psychic,,75.6
0098,"['hyper-cutter', 'shell-armor', 'sheer-force']",크랩,['candy_50'],['0099'],[],[],1,0.4,0.88,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_dive']",['water'],common,water,,6.5
0099,"['hyper-cutter', 'shell-armor', 'sheer-force']",킹크랩,[],[],[],[],1,1.3,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_dive']",['water'],rare,water,,60.0
0099-gmax,"['hyper-cutter', 'shell-armor', 'sheer-force']",킹크랩,[],[],[],[],1,19.0,0.24,0.5,0.3,0.5,50,[],['water'],rare,water,,1000.0
0100,"['soundproof', 'static', 'aftermath']",찌리리공,['candy_30'],['0101'],[],[],1,0.5,0.75,0.0,0.3,0.0,50,['move_flash'],['land'],common,electric,,10.4
0100_hisui,"['soundproof', 'static', 'aftermath']",찌리리공,['candy_30'],['0101_hisui'],[],[],1,0.5,0.75,0.0,0.3,0.0,50,[],['land'],common,electric,grass,13.0
0101,"['soundproof', 'static', 'aftermath']",붐볼,[],[],[],[],1,1.2,0.24,0.0,0.3,0.0,50,['move_flash'],['land'],rare,electric,,66.6
0101_hisui,"['soundproof', 'static', 'aftermath']",붐볼,[],[],[],[],1,1.2,0.24,0.0,0.3,0.0,50,[],['land'],rare,electric,grass,71.0
0102,"['chlorophyll', 'harvest']",아라리,['leaf-stone'],['0103'],[],[],1,0.4,0.35,0.5,0.3,0.5,50,"['move_flash', 'move_strength']",['land'],common,grass,psychic,2.5
0103,"['chlorophyll', 'harvest']",나시,[],[],[],[],1,2.0,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_strength']",['land'],rare,grass,psychic,120.0
0103_alola,"['frisk', 'harvest']",나시,[],[],[],[],1,10.9,0.18,0.5,0.3,0.5,50,[],['land'],rare,grass,dragon,415.6
0104,"['rock-head', 'lightning-rod', 'battle-armor']",탕구리,"['candy_50', 'candy_50+time_night']","['0105', '0105_alola']",[],[],1,0.4,0.75,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,ground,,6.5
0105,"['rock-head', 'lightning-rod', 'battle-armor']",텅구리,[],[],[],[],1,1.0,0.29,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,ground,,45.0
0105_alola,"['cursed-body', 'lightning-rod', 'rock-head']",텅구리,[],[],[],[],1,1.0,0.29,0.5,0.3,0.5,50,[],['land'],rare,fire,ghost,34.0
0106,"['limber', 'reckless', 'unburden']",시라소몬,[],[],[],[],1,1.5,0.18,0.0,0.3,1.0,50,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,49.8
0107,"['keen-eye', 'iron-fist', 'inner-focus']",홍수몬,[],[],[],[],1,1.4,0.18,0.0,0.3,1.0,50,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,50.2
0108,"['own-tempo', 'oblivious', 'cloud-nine']",내루미,['move_rollout'],['0463'],[],[],1,1.2,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,65.5
0109,"['levitate', 'neutralizing-gas', 'stench']",또가스,"['candy_50', 'candy_50']","['0110', '0110_galar']",[],[],1,0.6,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,poison,,1.0
0110,"['levitate', 'neutralizing-gas', 'stench']",또도가스,[],[],[],[],1,1.2,0.24,0.5,0.3,0.5,50,['move_flash'],['land'],rare,poison,,9.5
0110_galar,"['levitate', 'neutralizing-gas', 'misty-surge']",또도가스,[],[],[],[],1,3.0,0.24,0.5,0.3,0.5,50,['move_defog'],['land'],rare,poison,fairy,16.0
0111,"['lightning-rod', 'rock-head', 'reckless']",뿔카노,['candy_50'],['0112'],[],[],1,1.0,0.47,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,ground,rock,115.0
0112,"['lightning-rod', 'rock-head', 'reckless']",코뿌리,['protector'],['0464'],[],[],1,1.9,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,ground,rock,120.0
0113,"['natural-cure', 'serene-grace', 'healer']",럭키,['friendship_160'],['0242'],[],[],1,1.1,0.12,1.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,34.6
0114,"['chlorophyll', 'leaf-guard', 'regenerator']",덩쿠리,['move_ancient-power'],['0465'],[],[],1,1.0,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],common,grass,,35.0
0115,"['early-bird', 'scrappy', 'inner-focus']",캥카,[],[],[],[],1,2.2,0.18,1.0,0.3,0.0,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,80.0
0115-mega,['parental-bond'],캥카,[],[],[],[],1,2.2,0.18,1.0,0.3,0.0,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,100.0
0116,"['swift-swim', 'sniper', 'damp']",쏘드라,['candy_50'],['0117'],[],[],1,0.4,0.88,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,8.0
0117,"['poison-point', 'sniper', 'damp']",시드라,['dragon-scale'],['0230'],[],[],1,1.2,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,25.0
0118,"['swift-swim', 'water-veil', 'lightning-rod']",콘치,['candy_40'],['0119'],[],[],1,0.6,0.88,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,15.0
0119,"['swift-swim', 'water-veil', 'lightning-rod']",왕콘치,[],[],[],[],1,1.3,0.24,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,39.0
0120,"['illuminate', 'natural-cure', 'analytic']",별가사리,['water-stone'],['0121'],[],[],1,0.8,0.88,0.0,0.3,0.0,50,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],common,water,,34.5
0121,"['illuminate', 'natural-cure', 'analytic']",아쿠스타,[],[],[],[],1,1.1,0.24,0.0,0.3,0.0,50,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],rare,water,psychic,80.0
0121-mega,[],아쿠스타,[],[],[],[],1,2.3,0.24,0.0,0.3,0.0,50,[],['water'],rare,water,psychic,80.0
0122,"['soundproof', 'filter', 'technician']",마임맨,[],[],[],[],1,1.3,0.18,0.5,0.3,0.5,50,['move_flash'],['land'],rare,psychic,fairy,54.5
0122_galar,"['vital-spirit', 'screen-cleaner', 'ice-body']",마임맨,['candy_50'],['0866'],[],[],1,1.4,0.18,0.5,0.3,0.5,50,[],['land'],rare,ice,psychic,56.8
0123,"['swarm', 'technician', 'steadfast']",스라크,"['metal-coat', 'black-augurite']","['0212', '0900']",[],[],1,1.5,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_cut', 'move_rock-smash']",['land'],common,bug,flying,56.0
0124,"['oblivious', 'forewarn', 'dry-skin']",루주라,[],[],[],[],1,1.4,0.18,1.0,0.3,0.0,50,"['move_mean-look', 'move_flash']",['land'],rare,ice,psychic,40.6
0125,"['static', 'vital-spirit']",에레브,['electirizer'],['0466'],[],[],1,1.1,0.18,0.25,0.3,0.75,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,electric,,30.0
0126,"['flame-body', 'vital-spirit']",마그마,['magmarizer'],['0467'],[],[],1,1.3,0.18,0.25,0.3,0.75,50,"['move_rock-smash', 'move_strength']",['land'],rare,fire,,44.5
0127,"['hyper-cutter', 'mold-breaker', 'moxie']",쁘사이저,[],[],[],[],1,1.5,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,,55.0
0127-mega,['aerilate'],쁘사이저,[],[],[],[],1,1.7,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,flying,59.0
0128,"['intimidate', 'anger-point', 'sheer-force']",켄타로스,[],[],[],[],1,1.4,0.18,0.0,0.3,1.0,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,88.4
0128-combat_paldea,"['intimidate', 'anger-point', 'cud-chew']",켄타로스,[],[],[],[],1,,0.18,0.0,0.3,1.0,50,['move_surf'],['land'],epic,fighting,,
0128-blaze_paldea,"['intimidate', 'anger-point', 'cud-chew']",켄타로스,[],[],[],[],1,,0.18,0.0,0.3,1.0,50,[],['land'],epic,fighting,fire,
0128-aqua_paldea,"['intimidate', 'anger-point', 'cud-chew']",켄타로스,[],[],[],[],1,,0.18,0.0,0.3,1.0,50,['move_surf'],['water'],epic,fighting,water,
0129,"['swift-swim', 'rattled']",잉어킹,['candy_100'],['0130'],[],[],1,0.9,1.0,0.5,0.3,0.5,50,[],['water'],common,water,,10.0
0130,"['intimidate', 'moxie']",갸라도스,[],[],[],[],1,6.5,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,flying,235.0
0130-mega,['mold-breaker'],갸라도스,[],[],[],[],1,6.5,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,dark,305.0
0131,"['water-absorb', 'shell-armor', 'hydration']",라프라스,[],[],[],[],1,2.5,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,ice,220.0
0131-gmax,"['water-absorb', 'shell-armor', 'hydration']",라프라스,[],[],[],[],1,24.0,0.18,0.5,0.3,0.5,50,[],['water'],epic,water,ice,1000.0
0132,"['limber', 'imposter']",메타몽,[],[],[],[],1,0.3,0.14,0.0,0.3,0.0,50,[],['land'],epic,normal,,4.0
0133,"['run-away', 'adaptability', 'anticipation']",이브이,"['water-stone', 'thunder-stone', 'fire-stone', 'friendship_160+time_day', 'friendship_160+time_night', 'leaf-stone', 'ice-stone', 'friendship_220+fairy-feather']","['0134', '0135', '0136', '0196', '0197', '0470', '0471', '0700']",[],[],1,0.3,0.18,0.12,0.3,0.88,50,[],['land'],rare,normal,,6.5
0133-starter,"['run-away', 'adaptability', 'anticipation']",이브이,,,[],[],1,0.3,0.18,0.12,0.3,0.88,50,[],['land'],rare,normal,,6.5
0133-gmax,"['run-away', 'adaptability', 'anticipation']",이브이,,,[],[],1,18.0,0.18,0.12,0.3,0.88,50,[],['land'],rare,normal,,1000.0
0134,"['water-absorb', 'hydration']",샤미드,[],[],[],[],1,1.0,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,,29.0
0135,"['volt-absorb', 'quick-feet']",쥬피썬더,[],[],[],[],1,0.8,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,electric,,24.5
0136,"['flash-fire', 'guts']",부스터,[],[],[],[],1,0.9,0.18,0.12,0.3,0.88,50,"['move_rock-smash', 'move_strength']",['land'],rare,fire,,25.0
0137,"['trace', 'download', 'analytic']",폴리곤,['up-grade'],['0233'],[],[],1,0.8,0.18,0.0,0.3,0.0,50,['move_flash'],['land'],rare,normal,,36.5
0138,"['swift-swim', 'shell-armor', 'weak-armor']",암나이트,['candy_40'],['0139'],[],[],1,0.4,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],common,rock,water,7.5
0139,"['swift-swim', 'shell-armor', 'weak-armor']",암스타,[],[],[],[],1,1.0,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],rare,rock,water,35.0
0140,"['swift-swim', 'battle-armor', 'weak-armor']",투구,['candy_40'],['0141'],[],[],1,0.5,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_waterfall']",['water'],common,rock,water,11.5
0141,"['swift-swim', 'battle-armor', 'weak-armor']",투구푸스,[],[],[],[],1,1.3,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],rare,rock,water,40.5
0142,"['rock-head', 'pressure', 'unnerve']",프테라,[],[],[],[],1,1.8,0.18,0.12,0.3,0.88,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],rare,rock,flying,59.0
0142-mega,['tough-claws'],프테라,[],[],[],[],1,2.1,0.18,0.12,0.3,0.88,50,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],rare,rock,flying,79.0
0143,"['immunity', 'thick-fat', 'gluttony']",잠만보,[],[],[],[],1,2.1,0.1,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,460.0
0143-gmax,"['immunity', 'thick-fat', 'gluttony']",잠만보,[],[],[],[],1,35.0,0.1,0.12,0.3,0.88,50,[],['land'],epic,normal,,1000.0
0144,"['pressure', 'snow-cloak']",프리져,[],[],[],[],1,1.7,0.01,0.0,0.3,0.0,50,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],epic,ice,flying,55.4
0144_galar,['competitive'],프리져,[],[],[],[],1,1.7,0.01,0.0,0.3,0.0,50,['move_fly'],['land'],epic,psychic,flying,50.9
0145,"['pressure', 'static']",썬더,[],[],[],[],1,1.6,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_defog', 'move_rock-smash', 'move_fly']",['land'],epic,electric,flying,52.6
0145_galar,['defiant'],썬더,[],[],[],[],1,1.6,0.01,0.0,0.3,0.0,50,"['move_rock-smash', 'move_fly']",['land'],epic,fighting,flying,58.2
0146,"['pressure', 'flame-body']",파이어,[],[],[],[],1,2.0,0.01,0.0,0.3,0.0,50,"['move_defog', 'move_rock-smash', 'move_fly']",['land'],epic,fire,flying,60.0
0146_galar,['berserk'],파이어,[],[],[],[],1,2.0,0.01,0.0,0.3,0.0,50,['move_fly'],['land'],epic,dark,flying,66.0
0147,"['shed-skin', 'marvel-scale']",미뇽,['candy_50'],['0148'],[],[],1,1.8,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall']",['land'],rare,dragon,,3.3
0148,"['shed-skin', 'marvel-scale']",신뇽,['candy_150'],['0149'],[],[],1,4.0,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall']",['land'],rare,dragon,,16.5
0149,"['inner-focus', 'multiscale']",망나뇽,[],[],[],[],1,2.2,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive', 'move_fly']",['land'],epic,dragon,flying,210.0
0149-mega,[],망나뇽,[],[],[],[],1,5.5,0.18,0.5,0.3,0.5,50,[],['land'],epic,dragon,flying,290.0
0150,"['pressure', 'unnerve']",뮤츠,[],[],[],[],1,2.0,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],legendary,psychic,,122.0
0150-mega-x,['steadfast'],뮤츠,[],[],[],[],1,2.3,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],legendary,psychic,fighting,127.0
0150-mega-y,['insomnia'],뮤츠,[],[],[],[],1,1.5,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],legendary,psychic,,33.0
0151,['synchronize'],뮤,[],[],[],[],1,0.4,0.18,0.0,0.3,0.0,50,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,psychic,,4.0
0152,"['overgrow', 'leaf-guard']",치코리타,['candy_50'],['0153'],[],[],2,0.9,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut']",['land'],epic,grass,,6.4
0153,"['overgrow', 'leaf-guard']",베이리프,['candy_100'],['0154'],[],[],2,1.2,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,15.8
0154,"['overgrow', 'leaf-guard']",메가니움,[],[],[],[],2,1.8,0.18,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,100.5
0154-mega,[],메가니움,[],[],[],[],2,2.4,0.18,0.12,0.3,0.88,50,[],['land'],epic,grass,fairy,201.0
0155,"['blaze', 'flash-fire']",브케인,['candy_50'],['0156'],[],[],2,0.5,0.18,0.12,0.3,0.88,50,['move_cut'],['land'],epic,fire,,7.9
0156,"['blaze', 'flash-fire']",마그케인,['candy_100'],['0157'],[],[],2,0.9,0.18,0.12,0.3,0.88,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,fire,,19.0
0157,"['blaze', 'flash-fire']",블레이범,[],[],[],[],2,1.7,0.18,0.12,0.3,0.88,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,fire,,79.5
0157_hisui,"['blaze', 'frisk']",블레이범,[],[],[],[],2,1.6,0.18,0.12,0.3,0.88,50,['move_rock-smash'],['land'],epic,fire,ghost,69.8
0158,"['torrent', 'sheer-force']",리아코,['candy_50'],['0159'],[],[],2,0.6,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']",['water'],epic,water,,9.5
0159,"['torrent', 'sheer-force']",엘리게이,['candy_100'],['0160'],[],[],2,1.1,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,,25.0
0160,"['torrent', 'sheer-force']",장크로다일,[],[],[],[],2,2.3,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,,88.8
0160-mega,[],장크로다일,[],[],[],[],2,2.3,0.18,0.12,0.3,0.88,50,[],['water'],epic,water,dragon,108.8
0161,"['run-away', 'keen-eye', 'frisk']",꼬리선,['candy_35'],['0162'],[],[],2,0.8,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_cut']",['land'],common,normal,,6.0
0162,"['run-away', 'keen-eye', 'frisk']",다꼬리,[],[],[],[],2,1.8,0.35,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,32.5
0163,"['insomnia', 'keen-eye', 'tinted-lens']",부우부,['candy_50'],['0164'],[],[],2,0.7,1.0,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_defog', 'move_fly']",['land'],common,normal,flying,21.2
0164,"['insomnia', 'keen-eye', 'tinted-lens']",야부엉,[],[],[],[],2,1.6,0.35,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_fly']",['land'],rare,normal,flying,40.8
0165,"['swarm', 'early-bird', 'rattled']",레디바,['candy_25'],['0166'],[],[],2,1.0,1.0,0.5,0.3,0.5,50,['move_flash'],['land'],common,bug,flying,10.8
0166,"['swarm', 'early-bird', 'iron-fist']",레디안,[],[],[],[],2,1.4,0.35,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_rock-smash', 'move_strength']",['land'],rare,bug,flying,35.6
0167,"['swarm', 'insomnia', 'sniper']",페이검,['candy_30'],['0168'],[],[],2,0.5,1.0,0.5,0.3,0.5,50,['move_flash'],['land'],common,bug,poison,8.5
0168,"['swarm', 'insomnia', 'sniper']",아리아도스,[],[],[],[],2,1.1,0.35,0.5,0.3,0.5,50,['move_flash'],['land'],rare,bug,poison,33.5
0169,"['inner-focus', 'infiltrator']",크로뱃,[],[],[],[],2,1.8,0.35,0.5,0.3,0.5,50,"['move_mean-look', 'move_defog', 'move_fly']",['land'],epic,poison,flying,75.0
0170,"['volt-absorb', 'illuminate', 'water-absorb']",초라기,['candy_50'],['0171'],[],[],2,0.5,0.75,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],common,water,electric,12.0
0171,"['volt-absorb', 'illuminate', 'water-absorb']",랜턴,[],[],[],[],2,1.2,0.29,0.5,0.3,0.5,50,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],rare,water,electric,22.5
0172,"['static', 'lightning-rod']",피츄,['friendship_220'],['0025'],[],[],2,0.3,0.75,0.5,0.3,0.5,50,"['move_surf', 'move_flash']",['land'],common,electric,,2.0
0173,"['cute-charm', 'magic-guard', 'friend-guard']",삐,['friendship_220'],['0035'],[],[],2,0.3,0.59,0.75,0.3,0.25,50,['move_flash'],['land'],common,fairy,,3.0
0174,"['cute-charm', 'competitive', 'friend-guard']",푸푸린,['friendship_220'],['0039'],[],[],2,0.3,0.67,0.75,0.3,0.25,50,['move_flash'],['land'],common,normal,fairy,1.0
0175,"['hustle', 'serene-grace', 'super-luck']",토게피,['friendship_220'],['0176'],[],[],2,0.3,0.75,0.12,0.3,0.88,50,"['move_flash', 'move_rock-smash']",['land'],common,fairy,,1.5
0176,"['hustle', 'serene-grace', 'super-luck']",토게틱,['shiny-stone'],['0468'],[],[],2,0.6,0.29,0.12,0.3,0.88,50,"['move_flash', 'move_defog', 'move_rock-smash', 'move_fly']",['land'],rare,fairy,flying,3.2
0177,"['synchronize', 'early-bird', 'magic-bounce']",네이티,['candy_50'],['0178'],[],[],2,0.2,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,psychic,flying,2.0
0178,"['synchronize', 'early-bird', 'magic-bounce']",네이티오,[],[],[],[],2,1.5,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_fly']",['land'],rare,psychic,flying,15.0
0179,"['static', 'plus']",메리프,['candy_30'],['0180'],[],[],2,0.6,0.92,0.5,0.3,0.5,50,['move_flash'],['land'],common,electric,,7.8
