id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,skills,spawn,tier,type1,type2,weight_kg,growth_group,base_exp
0080_galar,"['quick-draw', 'own-tempo', 'regenerator']",야도란,[],[],[],[],1,1.6,0.23,0.5,0.25,0.5,"['move_surf', 'move_waterfall', 'move_dive']","['land','water']",rare,poison,psychic,70.5,medium_fast,172
81,"['magnet-pull', 'sturdy', 'analytic']",코일,['candy_50'],['0082'],[],[],1,0.3,0.6,0.0,0.35,0.0,['move_flash'],['land'],common,electric,steel,6.0,medium_fast,65
82,"['magnet-pull', 'sturdy', 'analytic']",레어코일,['thunder-stone'],['0462'],[],[],1,1.0,0.19,0.0,0.25,0.0,['move_flash'],['land'],rare,electric,steel,60.0,medium_fast,163
83,"['keen-eye', 'inner-focus', 'defiant']",파오리,[],['0865'],[],[],1,,0.14,0.5,0.45,0.5,"['move_defog', 'move_cut', 'move_fly']",['land'],common,normal,flying,,medium_fast,132
0083_galar,"['steadfast', 'scrappy']",파오리,['leak'],['0865'],[],[],1,,0.14,0.5,0.45,0.5,"['move_defog', 'move_rock-smash']",['land'],common,fighting,,,medium_fast,132
84,"['run-away', 'early-bird', 'tangled-feet']",두두,['candy_50'],['0085'],[],[],1,1.4,0.6,0.5,0.35,0.5,['move_fly'],['land'],common,normal,flying,39.2,medium_fast,62
85,"['run-away', 'early-bird', 'tangled-feet']",두트리오,[],[],[],[],1,1.8,0.14,0.5,0.25,0.5,['move_fly'],['land'],rare,normal,flying,85.2,medium_fast,165
86,"['thick-fat', 'hydration', 'ice-body']",쥬쥬,['candy_50'],['0087'],[],[],1,1.1,0.6,0.5,0.35,0.5,"['move_surf', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",common,water,,90.0,medium_fast,65
87,"['thick-fat', 'hydration', 'ice-body']",쥬레곤,[],[],[],[],1,1.7,0.23,0.5,0.45,0.5,"['move_surf', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",rare,water,ice,120.0,medium_fast,166
88,"['stench', 'sticky-hold', 'poison-touch']",질퍽이,['candy_50'],['0089'],[],[],1,0.9,0.6,0.5,0.25,0.5,"['move_mean-look', 'move_strength']",['land'],common,poison,,30.0,medium_fast,65
0088_alola,"['poison-touch', 'gluttony', 'power-of-alchemy']",질퍽이,['candy_50'],['0089_alola'],[],[],1,0.7,0.6,0.5,0.25,0.5,['move_mean-look'],['land'],common,poison,dark,42.0,medium_fast,65
89,"['stench', 'sticky-hold', 'poison-touch']",질뻐기,[],[],[],[],1,1.2,0.23,0.5,0.25,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,poison,,30.0,medium_fast,175
0089_alola,"['poison-touch', 'gluttony', 'power-of-alchemy']",질뻐기,[],[],[],[],1,1.0,0.23,0.5,0.25,0.5,[],['land'],rare,poison,dark,52.0,medium_fast,175
90,"['shell-armor', 'skill-link', 'overcoat']",셀러,['water-stone'],['0091'],[],[],1,0.3,0.6,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,4.0,slow,61
91,"['shell-armor', 'skill-link', 'overcoat']",파르셀,[],[],[],[],1,1.5,0.19,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,ice,132.5,slow,184
92,['levitate'],고오스,['candy_50'],['0093'],[],[],1,1.3,0.6,0.5,0.45,0.5,['move_mean-look'],"['land','water']",common,ghost,poison,0.1,medium_slow,62
93,['levitate'],고우스트,['trade'],['0094'],[],[],1,1.6,0.28,0.5,0.35,0.5,['move_mean-look'],"['land','water']",rare,ghost,poison,0.1,medium_slow,142
94,['cursed-body'],팬텀,[],[],[],[],1,1.5,0.14,0.5,0.6,0.5,"['move_mean-look', 'move_rock-smash', 'move_strength']",['land'],epic,ghost,poison,40.5,medium_slow,225
0094-mega,['shadow-tag'],팬텀,[],[],[],[],1,1.4,0.14,0.5,0.6,0.5,"['move_mean-look', 'move_rock-smash', 'move_strength']",['land'],epic,ghost,poison,40.5,medium_slow,225
0094-gmax,['cursed-body'],팬텀,[],[],[],[],1,20.0,0.14,0.5,0.6,0.5,[],['land'],epic,ghost,poison,1000.0,medium_slow,225
95,"['rock-head', 'sturdy', 'weak-armor']",롱스톤,['metal-coat'],['0208'],[],[],1,8.8,0.14,0.5,0.25,0.5,"['move_rock-smash', 'move_strength']",['land'],common,rock,ground,210.0,medium_fast,77
96,"['insomnia', 'forewarn', 'inner-focus']",슬리프,['candy_50'],['0097'],[],[],1,1.0,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,psychic,,32.4,medium_fast,66
97,"['insomnia', 'forewarn', 'inner-focus']",슬리퍼,[],[],[],[],1,1.6,0.23,0.5,0.25,0.5,['move_flash'],['land'],rare,psychic,,75.6,medium_fast,169
98,"['hyper-cutter', 'shell-armor', 'sheer-force']",크랩,['candy_50'],['0099'],[],[],1,0.4,0.7,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_dive']","['land','water']",common,water,,6.5,medium_fast,65
99,"['hyper-cutter', 'shell-armor', 'sheer-force']",킹크랩,[],[],[],[],1,1.3,0.19,0.5,0.25,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_dive']","['land','water']",rare,water,,60.0,medium_fast,166
0099-gmax,"['hyper-cutter', 'shell-armor', 'sheer-force']",킹크랩,[],[],[],[],1,19.0,0.19,0.5,0.25,0.5,[],"['land','water']",rare,water,,1000.0,medium_fast,166
100,"['soundproof', 'static', 'aftermath']",찌리리공,['candy_30'],['0101'],[],[],1,0.5,0.6,0.0,0.45,0.0,['move_flash'],['land'],common,electric,,10.4,medium_fast,66
0100_hisui,"['soundproof', 'static', 'aftermath']",찌리리공,['candy_30'],['0101_hisui'],[],[],1,0.5,0.6,0.0,0.45,0.0,[],['land'],common,electric,grass,13.0,medium_fast,66
101,"['soundproof', 'static', 'aftermath']",붐볼,[],[],[],[],1,1.2,0.19,0.0,0.45,0.0,['move_flash'],['land'],rare,electric,,66.6,medium_fast,172
0101_hisui,"['soundproof', 'static', 'aftermath']",붐볼,[],[],[],[],1,1.2,0.19,0.0,0.45,0.0,[],['land'],rare,electric,grass,71.0,medium_fast,172
102,"['chlorophyll', 'harvest']",아라리,['leaf-stone'],['0103'],[],[],1,0.4,0.28,0.5,0.35,0.5,"['move_flash', 'move_strength']",['land'],common,grass,psychic,2.5,slow,65
103,"['chlorophyll', 'harvest']",나시,[],[],[],[],1,2.0,0.14,0.5,0.45,0.5,"['move_flash', 'move_strength']",['land'],rare,grass,psychic,120.0,slow,186
0103_alola,"['frisk', 'harvest']",나시,[],[],[],[],1,10.9,0.14,0.5,0.45,0.5,[],['land'],rare,grass,dragon,415.6,slow,186
104,"['rock-head', 'lightning-rod', 'battle-armor']",탕구리,"['candy_50', 'candy_50+time_night']","['0105', '0105_alola']",[],[],1,0.4,0.6,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,ground,,6.5,medium_fast,64
105,"['rock-head', 'lightning-rod', 'battle-armor']",텅구리,[],[],[],[],1,1.0,0.23,0.5,0.25,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,ground,,45.0,medium_fast,149
0105_alola,"['cursed-body', 'lightning-rod', 'rock-head']",텅구리,[],[],[],[],1,1.0,0.23,0.5,0.25,0.5,[],['land'],rare,fire,ghost,34.0,medium_fast,149
106,"['limber', 'reckless', 'unburden']",시라소몬,[],[],[],[],1,1.5,0.14,0.0,0.45,1.0,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,49.8,medium_fast,159
107,"['keen-eye', 'iron-fist', 'inner-focus']",홍수몬,[],[],[],[],1,1.4,0.14,0.0,0.45,1.0,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,50.2,medium_fast,159
108,"['own-tempo', 'oblivious', 'cloud-nine']",내루미,['move_rollout'],['0463'],[],[],1,1.2,0.14,0.5,0.25,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,65.5,medium_fast,77
109,"['levitate', 'neutralizing-gas', 'stench']",또가스,"['candy_50', 'candy_50']","['0110', '0110_galar']",[],[],1,0.6,0.6,0.5,0.35,0.5,['move_flash'],"['land','water']",common,poison,,1.0,medium_fast,68
110,"['levitate', 'neutralizing-gas', 'stench']",또도가스,[],[],[],[],1,1.2,0.19,0.5,0.25,0.5,['move_flash'],"['land','water']",rare,poison,,9.5,medium_fast,172
0110_galar,"['levitate', 'neutralizing-gas', 'misty-surge']",또도가스,[],[],[],[],1,3.0,0.19,0.5,0.25,0.5,['move_defog'],"['land','water']",rare,poison,fairy,16.0,medium_fast,172
111,"['lightning-rod', 'rock-head', 'reckless']",뿔카노,['candy_50'],['0112'],[],[],1,1.0,0.38,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,ground,rock,115.0,slow,69
112,"['lightning-rod', 'rock-head', 'reckless']",코뿌리,['protector'],['0464'],[],[],1,1.9,0.19,0.5,0.25,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,ground,rock,120.0,slow,170
113,"['natural-cure', 'serene-grace', 'healer']",럭키,['friendship_160'],['0242'],[],[],1,1.1,0.1,1.0,0.35,0.0,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,34.6,fast,395
114,"['chlorophyll', 'leaf-guard', 'regenerator']",덩쿠리,['move_ancient-power'],['0465'],[],[],1,1.0,0.14,0.5,0.35,0.5,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],common,grass,,35.0,medium_fast,87
115,"['early-bird', 'scrappy', 'inner-focus']",캥카,[],[],[],[],1,2.2,0.14,1.0,0.6,0.0,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,80.0,medium_fast,172
0115-mega,['parental-bond'],캥카,[],[],[],[],1,2.2,0.14,1.0,0.6,0.0,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,normal,,100.0,medium_fast,172
116,"['swift-swim', 'sniper', 'damp']",쏘드라,['candy_50'],['0117'],[],[],1,0.4,0.7,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,8.0,medium_fast,59
117,"['poison-point', 'sniper', 'damp']",시드라,['dragon-scale'],['0230'],[],[],1,1.2,0.23,0.5,0.45,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,25.0,medium_fast,154
118,"['swift-swim', 'water-veil', 'lightning-rod']",콘치,['candy_40'],['0119'],[],[],1,0.6,0.7,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,15.0,medium_fast,64
119,"['swift-swim', 'water-veil', 'lightning-rod']",왕콘치,[],[],[],[],1,1.3,0.19,0.5,0.25,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],rare,water,,39.0,medium_fast,158
120,"['illuminate', 'natural-cure', 'analytic']",별가사리,['water-stone'],['0121'],[],[],1,0.8,0.7,0.0,0.35,0.0,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],common,water,,34.5,slow,68
121,"['illuminate', 'natural-cure', 'analytic']",아쿠스타,[],[],[],[],1,1.1,0.19,0.0,0.45,0.0,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],rare,water,psychic,80.0,slow,182
0121-mega,[],아쿠스타,[],[],[],[],1,2.3,0.19,0.0,0.45,0.0,[],['water'],rare,water,psychic,80.0,slow,182
122,"['soundproof', 'filter', 'technician']",마임맨,[],[],[],[],1,1.3,0.14,0.5,0.35,0.5,['move_flash'],['land'],rare,psychic,fairy,54.5,medium_fast,161
0122_galar,"['vital-spirit', 'screen-cleaner', 'ice-body']",마임맨,['candy_50'],['0866'],[],[],1,1.4,0.14,0.5,0.35,0.5,[],['land'],rare,ice,psychic,56.8,medium_fast,161
123,"['swarm', 'technician', 'steadfast']",스라크,"['metal-coat', 'black-augurite']","['0212', '0900']",[],[],1,1.5,0.14,0.5,0.35,0.5,"['move_defog', 'move_cut', 'move_rock-smash']",['land'],common,bug,flying,56.0,medium_fast,100
124,"['oblivious', 'forewarn', 'dry-skin']",루주라,[],[],[],[],1,1.4,0.14,1.0,0.45,0.0,"['move_mean-look', 'move_flash']",['land'],rare,ice,psychic,40.6,medium_fast,159
125,"['static', 'vital-spirit']",에레브,['electirizer'],['0466'],[],[],1,1.1,0.14,0.25,0.45,0.75,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,electric,,30.0,medium_fast,172
126,"['flame-body', 'vital-spirit']",마그마,['magmarizer'],['0467'],[],[],1,1.3,0.14,0.25,0.35,0.75,"['move_rock-smash', 'move_strength']",['land'],rare,fire,,44.5,medium_fast,173
127,"['hyper-cutter', 'mold-breaker', 'moxie']",쁘사이저,[],[],[],[],1,1.5,0.14,0.5,0.45,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,,55.0,slow,175
0127-mega,['aerilate'],쁘사이저,[],[],[],[],1,1.7,0.14,0.5,0.45,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,flying,59.0,slow,175
128,"['intimidate', 'anger-point', 'sheer-force']",켄타로스,[],[],[],[],1,1.4,0.14,0.0,0.6,1.0,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,88.4,slow,172
0128-combat_paldea,"['intimidate', 'anger-point', 'cud-chew']",켄타로스,[],[],[],[],1,,0.14,0.0,0.6,1.0,['move_surf'],['land'],epic,fighting,,,slow,172
0128-blaze_paldea,"['intimidate', 'anger-point', 'cud-chew']",켄타로스,[],[],[],[],1,,0.14,0.0,0.6,1.0,[],['land'],epic,fighting,fire,,slow,172
0128-aqua_paldea,"['intimidate', 'anger-point', 'cud-chew']",켄타로스,[],[],[],[],1,,0.14,0.0,0.6,1.0,['move_surf'],['land'],epic,fighting,water,,slow,172
129,"['swift-swim', 'rattled']",잉어킹,['candy_100'],['0130'],[],[],1,0.9,0.8,0.5,0.35,0.5,[],['water'],common,water,,10.0,slow,40
130,"['intimidate', 'moxie']",갸라도스,[],[],[],[],1,6.5,0.14,0.5,0.6,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,flying,235.0,slow,189
0130-mega,['mold-breaker'],갸라도스,[],[],[],[],1,6.5,0.14,0.5,0.6,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,dark,305.0,slow,189
131,"['water-absorb', 'shell-armor', 'hydration']",라프라스,[],[],[],[],1,2.5,0.14,0.5,0.6,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,ice,220.0,slow,187
0131-gmax,"['water-absorb', 'shell-armor', 'hydration']",라프라스,[],[],[],[],1,24.0,0.14,0.5,0.6,0.5,[],['water'],epic,water,ice,1000.0,slow,187
132,"['limber', 'imposter']",메타몽,[],[],[],[],1,0.3,0.11,0.0,0.6,0.0,[],['land'],epic,normal,,4.0,medium_fast,101
133,"['run-away', 'adaptability', 'anticipation']",이브이,"['water-stone', 'thunder-stone', 'fire-stone', 'friendship_160+time_day', 'friendship_160+time_night', 'leaf-stone', 'ice-stone', 'friendship_220+fairy-feather']","['0134', '0135', '0136', '0196', '0197', '0470', '0471', '0700']",[],[],1,0.3,0.14,0.12,0.45,0.88,[],['land'],rare,normal,,6.5,medium_fast,65
0133-starter,"['run-away', 'adaptability', 'anticipation']",이브이,,,[],[],1,0.3,0.14,0.12,0.45,0.88,[],['land'],rare,normal,,6.5,medium_fast,65
0133-gmax,"['run-away', 'adaptability', 'anticipation']",이브이,,,[],[],1,18.0,0.14,0.12,0.45,0.88,[],['land'],rare,normal,,1000.0,medium_fast,65
134,"['water-absorb', 'hydration']",샤미드,[],[],[],[],1,1.0,0.14,0.12,0.45,0.88,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,,29.0,medium_fast,184
135,"['volt-absorb', 'quick-feet']",쥬피썬더,[],[],[],[],1,0.8,0.14,0.12,0.45,0.88,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,electric,,24.5,medium_fast,184
136,"['flash-fire', 'guts']",부스터,[],[],[],[],1,0.9,0.14,0.12,0.45,0.88,"['move_rock-smash', 'move_strength']",['land'],rare,fire,,25.0,medium_fast,184
137,"['trace', 'download', 'analytic']",폴리곤,['up-grade'],['0233'],[],[],1,0.8,0.14,0.0,0.45,0.0,['move_flash'],['land'],rare,normal,,36.5,medium_fast,79
138,"['swift-swim', 'shell-armor', 'weak-armor']",암나이트,['candy_40'],['0139'],[],[],1,0.4,0.14,0.12,0.35,0.88,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],common,rock,water,7.5,medium_fast,71
139,"['swift-swim', 'shell-armor', 'weak-armor']",암스타,[],[],[],[],1,1.0,0.14,0.12,0.45,0.88,"['move_surf', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],rare,rock,water,35.0,medium_fast,173
140,"['swift-swim', 'battle-armor', 'weak-armor']",투구,['candy_40'],['0141'],[],[],1,0.5,0.14,0.12,0.35,0.88,"['move_surf', 'move_rock-smash', 'move_waterfall']",['water'],common,rock,water,11.5,medium_fast,71
141,"['swift-swim', 'battle-armor', 'weak-armor']",투구푸스,[],[],[],[],1,1.3,0.14,0.12,0.45,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],rare,rock,water,40.5,medium_fast,173
142,"['rock-head', 'pressure', 'unnerve']",프테라,[],[],[],[],1,1.8,0.14,0.12,0.45,0.88,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",rare,rock,flying,59.0,slow,180
0142-mega,['tough-claws'],프테라,[],[],[],[],1,2.1,0.14,0.12,0.45,0.88,"['move_defog', 'move_rock-smash', 'move_strength', 'move_fly']","['land','water']",rare,rock,flying,79.0,slow,180
143,"['immunity', 'thick-fat', 'gluttony']",잠만보,[],[],[],[],1,2.1,0.08,0.12,0.6,0.88,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,460.0,slow,189
0143-gmax,"['immunity', 'thick-fat', 'gluttony']",잠만보,[],[],[],[],1,35.0,0.08,0.12,0.6,0.88,[],['land'],epic,normal,,1000.0,slow,189
144,"['pressure', 'snow-cloak']",프리져,[],[],[],[],1,1.7,0.01,0.0,0.6,0.0,"['move_defog', 'move_rock-smash', 'move_fly']","['land','water']",epic,ice,flying,55.4,slow,261
0144_galar,['competitive'],프리져,[],[],[],[],1,1.7,0.01,0.0,0.6,0.0,['move_fly'],"['land','water']",epic,psychic,flying,50.9,slow,261
145,"['pressure', 'static']",썬더,[],[],[],[],1,1.6,0.01,0.0,0.6,0.0,"['move_flash', 'move_defog', 'move_rock-smash', 'move_fly']","['land','water']",epic,electric,flying,52.6,slow,261
0145_galar,['defiant'],썬더,[],[],[],[],1,1.6,0.01,0.0,0.6,0.0,"['move_rock-smash', 'move_fly']","['land','water']",epic,fighting,flying,58.2,slow,261
146,"['pressure', 'flame-body']",파이어,[],[],[],[],1,2.0,0.01,0.0,0.6,0.0,"['move_defog', 'move_rock-smash', 'move_fly']","['land','water']",epic,fire,flying,60.0,slow,261
0146_galar,['berserk'],파이어,[],[],[],[],1,2.0,0.01,0.0,0.6,0.0,['move_fly'],"['land','water']",epic,dark,flying,66.0,slow,261
147,"['shed-skin', 'marvel-scale']",미뇽,['candy_50'],['0148'],[],[],1,1.8,0.14,0.5,0.45,0.5,"['move_surf', 'move_waterfall']","['land','water']",rare,dragon,,3.3,slow,60
148,"['shed-skin', 'marvel-scale']",신뇽,['candy_150'],['0149'],[],[],1,4.0,0.14,0.5,0.35,0.5,"['move_surf', 'move_waterfall']","['land','water']",rare,dragon,,16.5,slow,147
149,"['inner-focus', 'multiscale']",망나뇽,[],[],[],[],1,2.2,0.14,0.5,0.6,0.5,"['move_surf', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive', 'move_fly']","['land','water']",epic,dragon,flying,210.0,slow,270
0149-mega,[],망나뇽,[],[],[],[],1,5.5,0.14,0.5,0.6,0.5,[],"['land','water']",epic,dragon,flying,290.0,slow,270
150,"['pressure', 'unnerve']",뮤츠,[],[],[],[],1,2.0,0.01,0.0,0.75,0.0,"['move_flash', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],legendary,psychic,,122.0,slow,306
0150-mega-x,['steadfast'],뮤츠,[],[],[],[],1,2.3,0.01,0.0,0.75,0.0,"['move_flash', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],legendary,psychic,fighting,127.0,slow,306
0150-mega-y,['insomnia'],뮤츠,[],[],[],[],1,1.5,0.01,0.0,0.75,0.0,"['move_flash', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],legendary,psychic,,33.0,slow,306
151,['synchronize'],뮤,[],[],[],[],1,0.4,0.03,0.0,0.75,0.0,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive', 'move_fly']","['land','water']",legendary,psychic,,4.0,medium_slow,270
152,"['overgrow', 'leaf-guard']",치코리타,['candy_50'],['0153'],[],[],2,0.9,0.14,0.12,0.6,0.88,"['move_flash', 'move_cut']",['land'],epic,grass,,6.4,medium_slow,64
153,"['overgrow', 'leaf-guard']",베이리프,['candy_100'],['0154'],[],[],2,1.2,0.14,0.12,0.6,0.88,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,15.8,medium_slow,142
154,"['overgrow', 'leaf-guard']",메가니움,[],[],[],[],2,1.8,0.14,0.12,0.6,0.88,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,100.5,medium_slow,236
0154-mega,[],메가니움,[],[],[],[],2,2.4,0.14,0.12,0.6,0.88,[],['land'],epic,grass,fairy,201.0,medium_slow,236
155,"['blaze', 'flash-fire']",브케인,['candy_50'],['0156'],[],[],2,0.5,0.14,0.12,0.6,0.88,['move_cut'],['land'],epic,fire,,7.9,medium_slow,62
156,"['blaze', 'flash-fire']",마그케인,['candy_100'],['0157'],[],[],2,0.9,0.14,0.12,0.6,0.88,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,fire,,19.0,medium_slow,142
157,"['blaze', 'flash-fire']",블레이범,[],[],[],[],2,1.7,0.14,0.12,0.6,0.88,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,fire,,79.5,medium_slow,240
0157_hisui,"['blaze', 'frisk']",블레이범,[],[],[],[],2,1.6,0.14,0.12,0.6,0.88,['move_rock-smash'],['land'],epic,fire,ghost,69.8,medium_slow,240
158,"['torrent', 'sheer-force']",리아코,['candy_50'],['0159'],[],[],2,0.6,0.14,0.12,0.6,0.88,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,9.5,medium_slow,63
159,"['torrent', 'sheer-force']",엘리게이,['candy_100'],['0160'],[],[],2,1.1,0.14,0.12,0.6,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,25.0,medium_slow,142
160,"['torrent', 'sheer-force']",장크로다일,[],[],[],[],2,2.3,0.14,0.12,0.6,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",epic,water,,88.8,medium_slow,239
0160-mega,[],장크로다일,[],[],[],[],2,2.3,0.14,0.12,0.6,0.88,[],"['land','water']",epic,water,dragon,108.8,medium_slow,239
161,"['run-away', 'keen-eye', 'frisk']",꼬리선,['candy_35'],['0162'],[],[],2,0.8,0.8,0.5,0.45,0.5,"['move_surf', 'move_cut']",['land'],common,normal,,6.0,medium_fast,43
162,"['run-away', 'keen-eye', 'frisk']",다꼬리,[],[],[],[],2,1.8,0.28,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,32.5,medium_fast,145
